State,District,City,State_Encoded
Maharashtra,Sindhudurg,Sawantwadi,20
Maharashtra,Bhandara,Sawari Jawharnagar,20
Madhya Pradesh,Indore,Sawer,19
Tamil Nadu,Ramanathapuram,Sayalgudi,30
Gujarat,Surat,Sayan,11
Tamil Nadu,Toothukudi,Sayapuram,30
Andhra Pradesh,Hyderabad,Secunderabad,1
Karnataka,Gulbarga,Sedam,16
Tamil Nadu,Namakkal,Seerapalli,30
Tamil Nadu,Vellore,Seevur,30
Madhya Pradesh,Sehore,Sehore,19
Tamil Nadu,Virudhunagar,Seithur,30
Manipur,Imphal West,Sekmai Bazar,21
Madhya Pradesh,Rewa,Semaria,19
Tamil Nadu,Kancheepuram,Sembakkam,30
Tamil Nadu,Coimbatore,Semmipalayam,30
Assam,Jorhat,Senchoa Gaon,3
Madhya Pradesh,Barwani,Sendhwa,19
Tamil Nadu,Namakkal,Senthamangalam,30
Tamil Nadu,Salem,Sentharapatti,30
Tamil Nadu,Vellore,Senur,30
Uttar Pradesh,Bijnor,Seohara,32
Madhya Pradesh,Datia,Seondha,19
Himachal Pradesh,Shimla,Seoni,13
Madhya Pradesh,Seoni,Seoni,19
Madhya Pradesh,Hoshangabad,Seoni Malwa,19
Arunachal Pradesh,East Kameng,Seppa,2
Jharkhand,Pashchimi Singhbhum,Seraikela,15
West Bengal,Hugli,Serampore,34
Mizoram,Serchhip,Serchhip,23
Andhra Pradesh,Rangareddi,Serilingampalle,1
West Bengal,Murshidabad,Serpur,34
Madhya Pradesh,Chhindwara,Sethia,19
Tamil Nadu,Cuddalore,Sethiathoppu,30
Tamil Nadu,Kancheepuram,Sevilimedu,30
Tamil Nadu,Dindigul,Sevugampatti,30
Jharkhand,Hazaribag,Sewai,15
Uttar Pradesh,Meerut,Sewalkhas,32
Uttar Pradesh,Kushinagar,Sewarhi,32
Karnataka,Gulbarga,Shahabad,16
Uttar Pradesh,Rampur,Shahabad,32
Uttar Pradesh,Hardoi,Shahabad,32
Karnataka,Gulbarga,Shahabad Acc,16
Maharashtra,Nandurbar,Shahade,20
Maharashtra,Thane,Shahapur,20
Haryana,Kurukshetra,Shahbad,12
Madhya Pradesh,Shahdol,Shahdol,19
Uttar Pradesh,Jaunpur,Shahganj,32
Madhya Pradesh,Sagar,Shahgarh,19
Uttar Pradesh,Bareilly,Shahi,32
Uttar Pradesh,Shahjahanpur,Shahjahanpur,32
Punjab,Jalandhar,Shahkot,27
Uttar Pradesh,Muzaffarnagar,Shahpur,32
Karnataka,Gulbarga,Shahpur,16
Madhya Pradesh,Sagar,Shahpur,19
Bihar,Bhojpur,Shahpur,4
Madhya Pradesh,East Nimar,Shahpur,19
Madhya Pradesh,Betul,Shahpur,19
Rajasthan,Jaipur,Shahpura,28
Rajasthan,Bhilwara,Shahpura,28
Madhya Pradesh,Jabalpur,Shahpura,19
Madhya Pradesh,Dindori,Shahpura,19
Madhya Pradesh,Shajapur,Shajapur,19
Uttaranchal,Udham Singh Nagar,Shaktigarh,33
Karnataka,Raichur,Shaktinagar,16
Punjab,Hoshiarpur,Shamchaurasi,27
Madhya Pradesh,Mandsaur,Shamgarh,19
Uttar Pradesh,Muzaffarnagar,Shamli,32
Uttar Pradesh,Agra,Shamsabad,32
Uttar Pradesh,Farrukhabad,Shamsabad,32
Uttar Pradesh,Allahabad,Shankargarh,32
West Bengal,Hugli,Shankhanagar,34
Maharashtra,Buldana,Shegaon,20
Bihar,Sheikhpura,Sheikhpura,4
Punjab,Patiala,Shekhpura,27
Maharashtra,Thane,Shelar,20
Tamil Nadu,Vellore,Shenbakkam,30
Maharashtra,Amravati,Shendurjana,20
Tamil Nadu,Tirunelveli,Shenkottai,30
Rajasthan,Sirohi,Sheoganj,28
Bihar,Sheohar,Sheohar,4
Madhya Pradesh,Sheopur,Sheopur,19
Uttar Pradesh,Bareilly,Shergarh,32
Bihar,Gaya,Sherghati,4
Uttar Pradesh,Bijnor,Sherkot,32
Karnataka,Haveri,Shiggaon,16
Uttar Pradesh,Bulandshahr,Shikarpur,32
Karnataka,Shimoga,Shikarpur,16
Uttar Pradesh,Firozabad,Shikohabad,32
Meghalaya,East Khasi Hills,Shillong,22
Meghalaya,East Khasi Hills,Shillong Cantt.,22
Himachal Pradesh,Shimla,Shimla,13
Karnataka,Shimoga,Shimoga,16
Maharashtra,Ahmadnagar,Shirdi,20
Karnataka,Gadag,Shirhatti,16
Maharashtra,Dhule,Shirpur-Warwade,20
Maharashtra,Pune,Shirur,20
Maharashtra,Satara,Shirwal,20
Uttar Pradesh,Bareilly,Shishgarh,32
Maharashtra,Chandrapur,Shivajinagar,20
Maharashtra,Pune,Shivatkar (Nira),20
Uttar Pradesh,Varanasi,Shivdaspur,32
Uttar Pradesh,Kanpur Dehat,Shivli,32
Madhya Pradesh,Shivpuri,Shivpuri,19
Uttar Pradesh,Kanpur Nagar,Shivrajpur,32
Chhattisgarh,Janjgir-Champa,Shivrinarayan,6
Uttar Pradesh,Siddharthnagar,Shohratgarh,32
Tamil Nadu,Madurai,Sholavandan,30
Tamil Nadu,Kancheepuram,Sholinganallur,30
Tamil Nadu,Vellore,Sholingur,30
Tamil Nadu,The Nilgiris,Sholur,30
Kerala,Palakkad,Shoranur,17
Karnataka,Gulbarga,Shorapur,16
Maharashtra,Ahmadnagar,Shrigonda,20
Maharashtra,Ahmadnagar,Shrirampur,20
Maharashtra,Ahmadnagar,Shrirampur(Rural),20
Karnataka,Mandya,Shrirangapattana,16
Maharashtra,Raigarh,Shrivardhan,20
Madhya Pradesh,Shajapur,Shujalpur,19
Jammu & Kashmir,Pulwama,Shupiyan,14
Uttar Pradesh,Bulandshahr,Siana,32
Assam,Sibsagar,Sibsagar,3
Karnataka,Uttara Kannada,Siddapur,16
Uttar Pradesh,Barabanki,Siddhaur,32
Andhra Pradesh,Medak,Siddipet,1
Uttar Pradesh,Sitapur,Sidhauli,32
Madhya Pradesh,Sidhi,Sidhi,19
Gujarat,Patan,Sidhpur,11
Uttar Pradesh,Etah,Sidhpura,32
Karnataka,Kolar,Sidlaghatta,16
West Bengal,Barddhaman,Siduli,34
Gujarat,Bhavnagar,Sihor,11
Madhya Pradesh,Jabalpur,Sihora,19
Jharkhand,Bokaro,Sijhua,15
Jharkhand,Dhanbad,Sijua,15
Uttar Pradesh,Kannauj,Sikanderpur,32
Uttar Pradesh,Ballia,Sikanderpur,32
Uttar Pradesh,Kanpur Dehat,Sikandra,32
Uttar Pradesh,Hathras,Sikandra Rao,32
Uttar Pradesh,Bulandshahr,Sikandrabad,32
Rajasthan,Sikar,Sikar,28
Manipur,Thoubal,Sikhong Sekmai,21
Gujarat,Jamnagar,Sikka,11
Tamil Nadu,Kancheepuram,Sikkarayapuram,30
Bihar,Nalanda,Silao,4
Assam,Dhemaji,Silapathar,3
Assam,Cachar,Silchar,3
Assam,Cachar,Silchar Part-X,3
West Bengal,Darjiling And Jalpaiguri,Siliguri,34
Maharashtra,Nagpur,Sillewada,20
Maharashtra,Aurangabad,Sillod,20
Dadra & Nagar Haveli *,Dadra & Nagar Haveli,Silvassa,7
Jharkhand,Gumla,Simdega,15
Chhattisgarh,Raipur,Simga,6
West Bengal,Hugli,Simla,34
Karnataka,Bijapur,Sindgi,16
Karnataka,Raichur,Sindhnur,16
Maharashtra,Wardha,Sindi,20
Maharashtra,Wardha,Sindi Turf Hindnagar,20
Maharashtra,Buldana,Sindkhed Raja,20
Jharkhand,Dhanbad,Sindri,15
Jharkhand,Garhwa,Sinduria,15
Uttar Pradesh,Kheri,Singahi Bhiraura,32
Tamil Nadu,Sivaganga,Singampuneri,30
Tamil Nadu,Kancheepuram,Singaperumalkoil,30
Andhra Pradesh,Adilabad,Singapur,1
Andhra Pradesh,Prakasam,Singarayakonda,1
Gujarat,Ahmadabad,Singarva,11
Maharashtra,Ahmadnagar,Singnapur,20
Madhya Pradesh,Neemuch,Singoli,19
Madhya Pradesh,Sidhi,Singrauli,19
Sikkim,East,Singtam,29
West Bengal,Hugli,Singur,34
Madhya Pradesh,Indore,Sinhasa,19
Jharkhand,Pashchimi Singhbhum,Sini,15
Maharashtra,Nashik,Sinnar,20
Goa,North Goa,Siolim,10
Karnataka,Tumkur,Sira,16
Karnataka,Shimoga,Siralkoppa,16
Delhi *,North West,Siras Pur,9
Uttar Pradesh,Kaushambi,Sirathu,32
Uttar Pradesh,Bareilly,Sirauli,32
Chhattisgarh,Bilaspur,Sirgiti,6
Madhya Pradesh,Chhindwara,Sirgora,19
Punjab,Fatehgarh Sahib,Sirhind -Fategarh,27
Jharkhand,Hazaribag,Sirka,15
Tamil Nadu,Nagapattinam,Sirkali,30
Madhya Pradesh,Rewa,Sirmaur,19
Rajasthan,Sirohi,Sirohi,28
Madhya Pradesh,Vidisha,Sironj,19
Haryana,Sirsa,Sirsa,12
Uttar Pradesh,Allahabad,Sirsa,32
Uttar Pradesh,Firozabad,Sirsaganj,32
West Bengal,Barddhaman,Sirsha,34
Uttar Pradesh,Moradabad,Sirsi,32
Karnataka,Uttara Kannada,Sirsi,16
Andhra Pradesh,Karimnagar,Sirsilla,1
Tamil Nadu,Tiruchirappalli,Sirugamani,30
Karnataka,Bellary,Siruguppa,16
Tamil Nadu,Coimbatore,Sirumugai,30
Uttar Pradesh,Muzaffarnagar,Sisauli,32
Uttar Pradesh,Maharajganj,Siswa Bazar,32
Bihar,Sitamarhi,Sitamarhi,4
Madhya Pradesh,Mandsaur,Sitamau,19
Uttar Pradesh,Sitapur,Sitapur,32
Uttaranchal,Udham Singh Nagar,Sitarganj,33
Tamil Nadu,Dindigul,Sithayankottai,30
Tamil Nadu,Virudhunagar,Sithurajapuram,30
Jharkhand,Dhanbad,Siuliban,15
Tamil Nadu,Sivaganga,Sivaganga,30
Tamil Nadu,Erode,Sivagiri,30
Tamil Nadu,Tirunelveli,Sivagiri,30
Tamil Nadu,Virudhunagar,Sivakasi,30
Tamil Nadu,Tirunelveli,Sivanthipuram,30
Bihar,Siwan,Siwan,4
Haryana,Bhiwani,Siwani,12
West Bengal,Jalpaiguri,Sobhaganj,34
Goa,North Goa,Socorro (Serula),10
Rajasthan,Kota,Sogariya,28
Madhya Pradesh,Hoshangabad,Sohagpur,19
Haryana,Gurgaon,Sohna,12
Rajasthan,Pali,Sojat,28
Rajasthan,Pali,Sojat Road,28
Himachal Pradesh,Solan,Solan,13
Maharashtra,Solapur,Solapur,20
Uttar Pradesh,Hardoi,Som,32
Karnataka,Dakshina Kannada,Someshwar,16
Andhra Pradesh,Srikakulam,Sompeta,1
Karnataka,Kodagu,Somvarpet,16
West Bengal,Bankura,Sonamukhi,34
Tripura,West Tripura,Sonamura,31
Orissa,Sonapur,Sonapur,25
Assam,Sibsagar,Sonari,3
West Bengal,North Twentyfour Parganas,Sonatikiri,34
Maharashtra,Nagpur,Sonegaon (Nipani),20
Bihar,Saran,Sonepur,4
Gujarat,Surat,Songadh,11
Haryana,Sonipat,Sonipat,12
Madhya Pradesh,Dewas,Sonkatch,19
Maharashtra,Parbhani,Sonpeth,20
Jammu & Kashmir,Baramula,Sopore,14
Karnataka,Shimoga,Sorab,16
Orissa,Baleshwar,Soro,25
Uttar Pradesh,Etah,Soron,32
West Bengal,North Twentyfour Parganas,South Dumdum,34
Maharashtra,Nashik,Soyagaon,20
Madhya Pradesh,Shajapur,Soyatkalan,19
Punjab,Gurdaspur,Sri Hargobindpur,27
Rajasthan,Sikar,Sri Madhopur,28
Andhra Pradesh,Srikakulam,Srikakulam,1
Andhra Pradesh,Chittoor,Srikalahasti,1
West Bengal,Murshidabad,Srikantabati,34
Tamil Nadu,Cuddalore,Srimushnam,30
Jammu & Kashmir,Srinagar,Srinagar,14
Uttaranchal,Garhwal,Srinagar,33
Karnataka,Chikmagalur,Sringeri,16
Karnataka,Kolar,Srinivaspur,16
Tamil Nadu,Kancheepuram,Sriperumbudur,30
Tamil Nadu,Dindigul,Sriramapuram,30
Andhra Pradesh,Vizianagaram,Sriramnagar,1
West Bengal,Barddhaman,Srirampur,34
Andhra Pradesh,Kurnool,Srisailam  Project (Rfc) Township,1
Andhra Pradesh,Kurnool,Srisailamgudem Devasthanam,1
Tamil Nadu,Toothukudi,Srivaikuntam,30
Tamil Nadu,Virudhunagar,Srivilliputhur,30
Tamil Nadu,Kancheepuram,St.Thomas Mount-Cum-Pallavaram,30
Assam,Kamrup,Sualkuchi,3
Uttar Pradesh,Rampur,Suar,32
Tamil Nadu,Kanniyakumari,Suchindram,30
Bihar,Purba Champaran,Sugauli,4
Manipur,Thoubal,Sugnu,21
Madhya Pradesh,Jabalpur,Suhagi,19
Rajasthan,Churu,Sujangarh,28
Punjab,Gurdaspur,Sujanpur,27
West Bengal,Barddhaman,Sukdal,34
Rajasthan,Kota,Suket,28
Uttar Pradesh,Firozabad,Sukhmalpur Nizamabad,32
Haryana,Gurgaon,Sukhrali,12
Tamil Nadu,Coimbatore,Suleeswaranpatti,30
Delhi *,South,Sultan Pur,9
Delhi *,North West,Sultan Pur Majra,9
Bihar,Bhagalpur,Sultanganj,4
Uttaranchal,Udham Singh Nagar,Sultanpur,33
Madhya Pradesh,Raisen,Sultanpur,19
Uttar Pradesh,Sultanpur,Sultanpur,32
Punjab,Kapurthala,Sultanpur Lodhi,27
Tamil Nadu,Coimbatore,Sulur,30
Karnataka,Dakshina Kannada,Sulya,16
Jammu & Kashmir,Baramula,Sumbal,14
Rajasthan,Pali,Sumerpur,28
Uttar Pradesh,Hamirpur,Sumerpur,32
Orissa,Koraput,Sunabeda,25
Punjab,Sangrur,Sunam,27
Tamil Nadu,Virudhunagar,Sundarapandiam,30
Tamil Nadu,Tirunelveli,Sundarapandiapuram,30
Orissa,Sundargarh,Sundargarh,25
Himachal Pradesh,Mandi,Sundarnagar,13
Jammu & Kashmir,Rajauri,Sunderbani,14
Bihar,Supaul,Supaul,4
Orissa,Ganjam,Surada,25
Rajasthan,Jhunjhunun,Surajgarh,28
Gujarat,Jamnagar,Surajkaradi,11
Chhattisgarh,Surguja,Surajpur,6
Tamil Nadu,Erode,Surampatti,30
Tamil Nadu,Tirunelveli,Surandai,30
Gujarat,Surat,Surat,11
Rajasthan,Ganganagar,Suratgarh,28
Gujarat,Surendranagar,Surendranagar Dudhrej,11
Maharashtra,Nashik,Surgana,20
West Bengal,Birbhum,Suri,34
Tamil Nadu,Erode,Suriyampalayam,30
Uttar Pradesh,Sant Ravidas Nagar,Suriyawan,32
Andhra Pradesh,Nalgonda,Suryapet,1
Andhra Pradesh,East Godavari,Suryaraopeta,1
Madhya Pradesh,Shajapur,Susner,19
Madhya Pradesh,Rajgarh,Suthaliya,19
Uttar Pradesh,Agra,Swamibagh,32
Tamil Nadu,Thanjavur,Swamimalai,30
Tamil Nadu,Madurai,T.Kallupatti,30
Andhra Pradesh,West Godavari,Tadepalligudem,1
Andhra Pradesh,Anantapur,Tadpatri,1
West Bengal,Nadia,Taherpur,34
Delhi *,South,Taj Pul,9
Rajasthan,Pali,Takhatgarh,28
Chhattisgarh,Bilaspur,Takhatpur,6
West Bengal,North Twentyfour Parganas,Taki,34
Madhya Pradesh,Ratlam,Tal,19
Himachal Pradesh,Bilaspur,Talai,13
Gujarat,Bhavnagar,Talaja,11
West Bengal,North Twentyfour Parganas,Talbandha,34
Uttar Pradesh,Lalitpur,Talbehat,32
Orissa,Anugul,Talcher,25
Orissa,Anugul,Talcher Thermal Power Station Township,25
Maharashtra,Pune,Talegaon Dabhade,20
Madhya Pradesh,Rajgarh,Talen,19
Uttar Pradesh,Kannauj,Talgram,32
Karnataka,Bijapur,Talikota,16
Kerala,Kannur,Taliparamba,17
Andhra Pradesh,Adilabad,Tallapalle,1
Gujarat,Sabar Kantha,Talod,11
Maharashtra,Nandurbar,Talode,20
Maharashtra,Raigarh,Taloje Panchnad,20
Punjab,Firozpur,Talwandi Bhai,27
Punjab,Hoshiarpur,Talwara,27
Jammu & Kashmir,Udhampur,Talwara,14
Tamil Nadu,Kancheepuram,Tambaram,30
Uttar Pradesh,Sitapur,Tambaur-Cum-Ahmadabad,32
West Bengal,Medinipur,Tamluk,34
Uttaranchal,Champawat,Tanakpur,33
Uttar Pradesh,Rampur,Tanda,32
Uttar Pradesh,Ambedaker Nagar,Tanda,32
Andhra Pradesh,Rangareddi,Tandur,1
Assam,Darrang,Tangla,3
Andhra Pradesh,West Godavari,Tanuku,1
Haryana,Gurgaon,Taoru,12
Punjab,Sangrur,Tappa,27
West Bengal,Hugli,Tarakeswar,34
Madhya Pradesh,Ujjain,Tarana,19
Rajasthan,Churu,Taranagar,28
Haryana,Karnal,Taraori,12
Maharashtra,Thane,Tarapur,20
Orissa,Sonapur,Tarbha,25
Madhya Pradesh,Tikamgarh,Taricharkalan,19
Karnataka,Chikmagalur,Tarikere,16
Punjab,Amritsar,Tarn Taran,27
Gujarat,Vadodara,Tarsali,11
Maharashtra,Sangli,Tasgaon,20
Uttar Pradesh,Bijnor,Tatarpur Lallu,32
Maharashtra,Pune,Tathavade,20
Jharkhand,Ranchi,Tati,15
Arunachal Pradesh,Tawang,Tawang,2
Tamil Nadu,Virudhunagar,Tayilupatti,30
Andhra Pradesh,Adilabad,Teegalapahad,1
Uttaranchal,Tehri Garhwal,Tehri,33
Maharashtra,Nagpur,Tekadi,20
Madhya Pradesh,Gwalior,Tekanpur,19
Bihar,Gaya,Tekari,4
Karnataka,Bellary,Tekkalakota,16
Chhattisgarh,Surguja,Telgaon,6
Maharashtra,Akola,Telhara,20
Tripura,West Tripura,Teliamura,31
Andhra Pradesh,Guntur,Tenali,1
Madhya Pradesh,Damoh,Tendu Kheda,19
Tamil Nadu,Tirunelveli,Tenkasi,30
Orissa,Sundargarh,Tensa,25
West Bengal,Haora,Tentulkuli,34
Jharkhand,Bokaro,Tenu Dam-Cum- Kathhara,15
Madhya Pradesh,Rewa,Teonthar,19
Karnataka,Bagalkot,Terdal,16
Uttar Pradesh,Siddharthnagar,Tetri Bazar,32
Assam,Sonitpur,Tezpur,3
Arunachal Pradesh,Lohit,Tezu,2
Tamil Nadu,Dindigul,Thadikombu,30
Kerala,Thrissur,Thaikkad,17
Tamil Nadu,Vellore,Thakkolam,30
Uttar Pradesh,Moradabad,Thakurdwara,32
Bihar,Kishanganj,Thakurganj,4
Tamil Nadu,Nagapattinam,Thalainayar,30
Tamil Nadu,Kanniyakumari,Thalakudi,30
Kerala,Kannur,Thalassery,17
Gujarat,Ahmadabad,Thaltej,11
Tamil Nadu,Theni,Thamaraikulam,30
Tamil Nadu,Salem,Thammampatti,30
Uttar Pradesh,Muzaffarnagar,Thana Bhawan,32
Jammu & Kashmir,Rajauri,Thanamandi,14
Madhya Pradesh,Jhabua,Thandla,19
Maharashtra,Thane,Thane,20
Haryana,Kurukshetra,Thanesar,12
Gujarat,Surendranagar,Thangadh,11
Tamil Nadu,Thanjavur,Thanjavur,30
Tamil Nadu,Kapur,Thanthoni,30
Gujarat,Banas Kantha,Tharad,11
Tamil Nadu,Salem,Tharamangalam,30
Tamil Nadu,Nagapattinam,Tharangambadi,30
Tamil Nadu,Tiruchirappalli,Thathaiyangarpet,30
Tamil Nadu,Salem,Thedavur,30
Tamil Nadu,Kancheepuram,Thenambakkam,30
Tamil Nadu,Kanniyakumari,Thengampudur,30
Tamil Nadu,Theni,Theni Allinagaram,30
Tamil Nadu,Coimbatore,Thenkarai,30
Tamil Nadu,Theni,Thenkarai,30
Tamil Nadu,Kanniyakumari,Thenthamaraikulam,30
Tamil Nadu,Toothukudi,Thenthiruperai,30
Mizoram,Serchhip,Thenzawl,23
Himachal Pradesh,Shimla,Theog,13
Tamil Nadu,Kanniyakumari,Thesur,30
Tamil Nadu,Theni,Thevaram,30
Tamil Nadu,Salem,Thevur,30
Tamil Nadu,Viluppuram,Thiagadurgam,30
Tamil Nadu,Kanniyakumari,Thingalnagar,30
Uttar Pradesh,Bareilly,Thiriya Nizamat Khan,32
Tamil Nadu,Tirunelveli,Thirukarungudi,30
Tamil Nadu,Thanjavur,Thirukattupalli,30
Tamil Nadu,Coimbatore,Thirumalayampalayam,30
Tamil Nadu,Madurai,Thirumangalam,30
Tamil Nadu,Thiruvallur,Thirumazhisai,30
Tamil Nadu,Madurai,Thirunagar,30
Tamil Nadu,Thanjavur,Thirunageswaram,30
Tamil Nadu,Kancheepuram,Thiruneermalai,30
Tamil Nadu,Thiruvallur,Thirunindravur,30
Tamil Nadu,Madurai,Thiruparankundram,30
Tamil Nadu,Kanniyakumari,Thiruparappu,30
Tamil Nadu,Kancheepuram,Thiruporur,30
Tamil Nadu,Thanjavur,Thiruppanandal,30
Tamil Nadu,Thanjavur,Thirupuvanam,30
Tamil Nadu,Sivaganga,Thirupuvanam,30
Tamil Nadu,Virudhunagar,Thiruthangal,30
Tamil Nadu,Thiruvarur,Thiruthuraipoondi,30
Tamil Nadu,Thanjavur,Thiruvaiyaru,30
Tamil Nadu,Vellore,Thiruvalam,30
Kerala,Pathanamthitta,Thiruvalla,17
Tamil Nadu,Thiruvallur,Thiruvallur,30
Kerala,Ernakulam,Thiruvankulam,17
Tamil Nadu,Thiruvarur,Thiruvarur,30
Tamil Nadu,Kanniyakumari,Thiruvattaru,30
Tamil Nadu,Tirunelveli,Thiruvenkatam,30
Tamil Nadu,Viluppuram,Thiruvennainallur,30
Tamil Nadu,Tiruchirappalli,Thiruverumbur,30
Tamil Nadu,Thanjavur,Thiruvidaimarudur,30
Tamil Nadu,Kanniyakumari,Thiruvithankodu,30
Tamil Nadu,Tirunelveli,Thisayanvilai,30
Tamil Nadu,Nagapattinam,Thittacheri,30
Kerala,Idukki,Thodupuzha,17
Karnataka,Dakshina Kannada,Thokur-62,16
Tamil Nadu,Coimbatore,Thondamuthur,30
Tamil Nadu,Ramanathapuram,Thondi,30
Manipur,Imphal West,Thongkhong Laxmi Bazar,21
Tamil Nadu,Toothukudi,Thoothukkudi,30
Tamil Nadu,Vellore,Thorapadi,30
Tamil Nadu,Cuddalore,Thorapadi,30
Kerala,Kannur,Thottada,17
Tamil Nadu,Coimbatore,Thottipalayam,30
Tamil Nadu,Tiruchirappalli,Thottiyam,30
Manipur,Thoubal,Thoubal,21
Kerala,Ernakulam,Thrippunithura,17
Kerala,Thrissur,Thrissur,17
Tamil Nadu,Coimbatore,Thudiyalur,30
Karnataka,Dakshina Kannada,Thumbe,16
Tamil Nadu,Tiruchirappalli,Thuraiyur,30
Tamil Nadu,Vellore,Thuthipattu,30
Tamil Nadu,Tiruchirappalli,Thuvakudi,30
Delhi *,South,Tigri,9
Assam,Nalbari,Tihu,3
Rajasthan,Alwar,Tijara,28
Uttar Pradesh,Barabanki,Tikait Nagar,32
Madhya Pradesh,Tikamgarh,Tikamgarh,19
Uttar Pradesh,Baghpat,Tikri,32
Chhattisgarh,Raipur,Tilda Newra,6
Uttar Pradesh,Shahjahanpur,Tilhar,32
Haryana,Faridabad,Tilpat,12
Madhya Pradesh,Harda,Timarni,19
Tamil Nadu,Vellore,Timiri,30
Tamil Nadu,Viluppuram,Tindivanam,30
Uttar Pradesh,Banda,Tindwari,32
Assam,Tinsukia,Tinsukia,3
Karnataka,Tumkur,Tiptur,16
Himachal Pradesh,Hamirpur,Tira Sujanpur,13
Madhya Pradesh,Balaghat,Tirodi,19
Maharashtra,Gondiya,Tirora,20
Karnataka,Shimoga,Tirthahalli,16
Andhra Pradesh,Chittoor,Tiruchanur,1
Tamil Nadu,Toothukudi,Tiruchendur,30
Tamil Nadu,Namakkal,Tiruchengode,30
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,30
Tamil Nadu,Kancheepuram,Tirukalukundram,30
Tamil Nadu,Viluppuram,Tirukkoyilur,30
Karnataka,Mysore,Tirumakudal-Narsipur,16
Andhra Pradesh,Chittoor,Tirumala,1
Tamil Nadu,Tirunelveli,Tirunelveli,30
Tamil Nadu,Vellore,Tirupathur,30
Tamil Nadu,Sivaganga,Tirupathur,30
Andhra Pradesh,Chittoor,Tirupati,1
Andhra Pradesh,Chittoor,Tirupati (Nma),1
Tamil Nadu,Coimbatore,Tiruppur,30
Kerala,Malappuram,Tirur,17
Tamil Nadu,Kancheepuram,Tirusulam,30
Tamil Nadu,Thiruvallur,Tiruttani,30
Tamil Nadu,Tiruvanamalai,Tiruvannamalai,30
Tamil Nadu,Thiruvallur,Tiruverkadu,30
Tamil Nadu,Tiruvanamalai,Tiruvethipuram,30
Tamil Nadu,Thiruvallur,Tiruvottiyur,30
Uttar Pradesh,Kannauj,Tirwaganj,32
Jharkhand,Dhanbad,Tisra,15
Assam,Jorhat,Titabor Town,3
West Bengal,North Twentyfour Parganas,Titagarh,34
Orissa,Balangir,Titlagarh,25
Uttar Pradesh,Saharanpur,Titron,32
Tamil Nadu,Cuddalore,Tittakudi,30
Mizoram,Lunglei,Tlabung,23
Tamil Nadu,Kapur,Tnpl Pugalur,30
Rajasthan,Karauli,Todabhim,28
Rajasthan,Tonk,Todaraisingh,28
Rajasthan,Sawai Madhopur,Todra,28
Haryana,Fatehabad,Tohana,12
Uttar Pradesh,Jhansi,Tondi Fatehpur,32
Rajasthan,Tonk,Tonk,28
Jharkhand,Hazaribag,Topa,15
Jharkhand,Dhanbad,Topchanchi,15
Manipur,Imphal East,Torban (Khetri Leikai),21
Haryana,Bhiwani,Tosham,12
Maharashtra,Nagpur,Totaladoh,20
Jammu & Kashmir,Pulwama,Tral,14
Maharashtra,Nashik,Trimbak,20
Kerala,Thiruvananthapuram,Trivandrum,17
Nagaland,Tuensang,Tuensang,24
West Bengal,Koch Bihar,Tufanganj,34
Maharashtra,Osmanabad,Tuljapur,20
Uttar Pradesh,Balrampur,Tulsipur,32
Karnataka,Tumkur,Tumkur,16
Maharashtra,Bhandara,Tumsar,20
Uttar Pradesh,Firozabad,Tundla,32
Uttar Pradesh,Firozabad,Tundla Kham,32
Uttar Pradesh,Firozabad,Tundla Rly. Colony,32
Andhra Pradesh,East Godavari,Tuni,1
Meghalaya,West Garo Hills,Tura,22
Karnataka,Tumkur,Turuvekere,16
Haryana,Jind,Uchana,12
Maharashtra,Kolhapur,Uchgaon,20
Tripura,South Tripura,Udaipur,31
Rajasthan,Udaipur,Udaipur,28
Madhya Pradesh,Raisen,Udaipura,19
Rajasthan,Jhunjhunun,Udaipurwati,28
Orissa,Mayurbhanj,Udala,25
Assam,Darrang,Udalguri,3
Tamil Nadu,Toothukudi,Udangudi,30
Tamil Nadu,Ariyalur,Udayarpalayam,30
Maharashtra,Latur,Udgir,20
Tamil Nadu,The Nilgiris,Udhagamandalam,30
Jammu & Kashmir,Udhampur,Udhampur,14
Kerala,Kasaragod,Udma,17
Rajasthan,Kota,Udpura,28
Tamil Nadu,Coimbatore,Udumalaipettai,30
Karnataka,Udupi,Udupi,16
Uttar Pradesh,Unnao,Ugu,32
Uttar Pradesh,Budaun,Ujhani,32
Uttar Pradesh,Jyotiba Phule Nagar,Ujhari,32
Madhya Pradesh,Ujjain,Ujjain,19
Gujarat,Surat,Ukai,11
West Bengal,Barddhaman,Ukhra,34
Haryana,Hisar,Uklanamandi,12
Madhya Pradesh,Balaghat,Ukwa,19
Maharashtra,Thane,Ulhasnagar,20
Karnataka,Dakshina Kannada,Ullal,16
Tamil Nadu,Thanjavur,Ullur,30
West Bengal,Haora,Uluberia,34
Tamil Nadu,Viluppuram,Ulundurpettai,30
Maharashtra,Osmanabad,Umarga,20
Madhya Pradesh,Umaria,Umaria,19
Maharashtra,Yavatmal,Umarkhed,20
Orissa,Nabarangapur,Umarkote,25
Maharashtra,Yavatmal,Umarsara,20
Maharashtra,Thane,Umbar Pada Nandade,20
Gujarat,Valsad,Umbergaon,11
Gujarat,Valsad,Umbergaon Ina,11
Assam,North Cachar Hills,Umrangso,3
Maharashtra,Nagpur,Umred,20
